index,name,url,phone,rating,address,latitude,longitude
177,Himalayan Kitchen,https://www.yelp.com/biz/himalayan-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165364138,4.5,1526 Queen Street W,43.6403,-79.43889
178,Gandhi Cuisine,https://www.yelp.com/biz/gandhi-cuisine-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165048155,4.0,554 Queen Street  W,43.64767,-79.40316
179,Tachi,https://www.yelp.com/biz/tachi-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16475575993,4.5,Assembly Chef's Hall,43.6502911,-79.3839517
180,Tabülè Middle Eastern Cuisine,https://www.yelp.com/biz/tab%C3%BCl%C3%A8-middle-eastern-cuisine-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164652500,4.0,810 Queen Street  E,43.659652,-79.346481
181,Chica's Nashville Hot Chicken,https://www.yelp.com/biz/chicas-nashville-hot-chicken-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473436562,4.5,2853 Dundas St W,43.66518,-79.46423
182,Souv Like,https://www.yelp.com/biz/souv-like-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473499420,4.5,708 Pape Avenue,43.67948,-79.34532
183,Hacienda las Américas,https://www.yelp.com/biz/hacienda-las-am%C3%A9ricas-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473472931,4.5,424 College Street,43.65688,-79.40703
184,Bellwoods Brewery,https://www.yelp.com/biz/bellwoods-brewery-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165354586,4.0,124-126 Ossington Avenue,43.64713,-79.42015
185,Otto's Bierhalle,https://www.yelp.com/biz/ottos-bierhalle-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169015472,4.0,1087 Queen Street W,43.64335,-79.42202
186,Snakes & Lattes Annex,https://www.yelp.com/biz/snakes-and-lattes-annex-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473429229,4.0,600 Bloor Street W,43.665,-79.4132
187,Rudy,https://www.yelp.com/biz/rudy-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477487839,4.5,619 College Street,43.65489,-79.41474
188,Tuckshop Kitchen,https://www.yelp.com/biz/tuckshop-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473525900,4.5,1640 Dupont Street,43.66499,-79.45568
189,Sukho Thai,https://www.yelp.com/biz/sukho-thai-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169138846,4.0,274 Parliament Street,43.65836,-79.36591
190,Fabarnak Community Cafe and Catering,https://www.yelp.com/biz/fabarnak-community-cafe-and-catering-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163556781,4.0,519 Church Street,43.66655,-79.3809
191,Napoli Centrale,https://www.yelp.com/biz/napoli-centrale-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169016791,4.5,964 Bathurst Street,43.6695182,-79.4129745
192,Tasty's Caribbean Restaurant,https://www.yelp.com/biz/tastys-caribbean-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169167888,4.5,405 Spadina Avenue,43.6567777,-79.3992574
193,Pizza-Pide,https://www.yelp.com/biz/pizza-pide-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164629666,4.5,949 Gerrard Street E,43.668018539213,-79.340488604146
194,Soufi's,https://www.yelp.com/biz/soufis-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473507737,4.5,676 Queen Street W,43.64667,-79.4073499
195,Barque Smokehouse,https://www.yelp.com/biz/barque-smokehouse-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165327700,4.0,299 Roncesvalles Avenue,43.6480097,-79.4496592
196,Mr.Tonkatsu,https://www.yelp.com/biz/mr-tonkatsu-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165379000,4.0,520 Bloor Street W,43.66541,-79.41074
197,Zakkushi,https://www.yelp.com/biz/zakkushi-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473529455,4.0,193 Carlton Street,43.66343,-79.37062
198,Le Sélect Bistro,https://www.yelp.com/biz/le-s%C3%A9lect-bistro-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165966405,4.0,432 Wellington Street W,43.643784032883,-79.39680918669
199,White Brick Kitchen,https://www.yelp.com/biz/white-brick-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473479188,4.0,641 Bloor Street W,43.6641761663864,-79.414961199638
200,Adega Restaurante,https://www.yelp.com/biz/adega-restaurante-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169774338,4.0,33 Elm St,43.65732,-79.38323
201,Hokkaido Ramen Santouka,https://www.yelp.com/biz/hokkaido-ramen-santouka-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477481717,4.0,91 Dundas Street E,43.656321731393,-79.377499580039
202,Mother India,https://www.yelp.com/biz/mother-india-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165884634,4.0,1456 Queen Street W,43.6409499,-79.43624
203,Bosk,https://www.yelp.com/biz/bosk-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477888294,4.0,Shangri-La Hotel,43.6494602854375,-79.3861877918243
204,Pukka,https://www.yelp.com/biz/pukka-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163421906,4.0,778 St. Clair Avenue W,43.681191,-79.429274
205,Como En Casa,https://www.yelp.com/biz/como-en-casa-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477486666,4.0,565 Yonge Street,43.6653391464388,-79.3844996650524
206,Cocina Economica,https://www.yelp.com/biz/cocina-economica-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477484777,4.0,141 Berkeley Street,43.6549273753103,-79.365474886887
207,One Love Vegetarian,https://www.yelp.com/biz/one-love-vegetarian-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165355683,4.5,854 Bathurst Street,43.66669,-79.41199
208,Bar Buca,https://www.yelp.com/biz/bar-buca-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165992822,4.0,75 Portland Street,43.6439229362435,-79.3998403851863
209,Porchetta & Co,https://www.yelp.com/biz/porchetta-and-co-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473526611,4.0,825 Dundas Street W,43.65154,-79.40895
210,Athens Restaurant,https://www.yelp.com/biz/athens-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164654441,4.5,707 Danforth Avenue,43.6789599,-79.34341
211,Grey Gardens,https://www.yelp.com/biz/grey-gardens-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473511552,4.5,199 Augusta Avenue,43.6537999,-79.40143
212,Aziza Cafe,https://www.yelp.com/biz/aziza-cafe-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165169909,4.5,962 College Street,43.65359,-79.42735
213,Kingyo,https://www.yelp.com/biz/kingyo-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477482121,4.0,51B Winchester Street,43.6659094059725,-79.3682817020335
214,Gyubee Japanese BBQ - Downtown,https://www.yelp.com/biz/gyubee-japanese-bbq-downtown-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165519767,4.0,335 Bloor Street W,43.66716,-79.40047
215,Forget Me Not Cafe,https://www.yelp.com/biz/forget-me-not-cafe-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168480057,4.0,506 Adelaide Street W,43.64585,-79.40086
216,PG Clucks,https://www.yelp.com/biz/pg-clucks-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165398224,4.0,610 College Street,43.65532,-79.41456
217,Pizzeria Libretto Danforth,https://www.yelp.com/biz/pizzeria-libretto-danforth-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164660400,4.0,550 Danforth Avenue,43.6785799,-79.34754
218,Koji Japanese Restaurant,https://www.yelp.com/biz/koji-japanese-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165887426,4.5,1553 Dupont Street,43.6653247110788,-79.4528076801096
219,Shinobu Sushi,https://www.yelp.com/biz/shinobu-sushi-north-york?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168300741,4.0,3403 Yonge Street,43.73262,-79.40387
220,Mr Pide,https://www.yelp.com/biz/mr-pide-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473517433,4.5,800 Danforth Avenue,43.6797899,-79.34153
221,Sala Modern Thai Kitchen & Bar,https://www.yelp.com/biz/sala-modern-thai-kitchen-and-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164058868,4.0,1262 Danforth Avenue,43.6819991223223,-79.3307374790311
222,Buddha's Vegetarian Foods,https://www.yelp.com/biz/buddhas-vegetarian-foods-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166033811,4.0,666 Dundas Street W,43.65203,-79.40337
223,Foxley Bistro and Bar,https://www.yelp.com/biz/foxley-bistro-and-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165348520,4.0,207 Ossington Avenue,43.64865,-79.42024
224,Boxcar Social,https://www.yelp.com/biz/boxcar-social-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167925873,4.0,1208 Yonge Street,43.6817331,-79.3914824
225,Fieramosca,https://www.yelp.com/biz/fieramosca-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163230636,4.0,36A Prince Arthur Avenue,43.66963,-79.39719
226,El Charro,https://www.yelp.com/biz/el-charro-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473585883,4.5,788 Broadview ave,43.6771428,-79.3590065
227,Big Trouble Pizza,https://www.yelp.com/biz/big-trouble-pizza-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165960305,5.0,235 Spadina Avenue,43.6513281156574,-79.397037869296
228,Arepa Café,https://www.yelp.com/biz/arepa-caf%C3%A9-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163624111,4.0,490 Queen Street W,43.6479538470928,-79.4008710352267
229,Farm'r Eatery & Catering,https://www.yelp.com/biz/farmr-eatery-and-catering-toronto-6?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169018676,4.5,140 The Esplanade,43.64856,-79.37026
230,Lao Thai Restaurant,https://www.yelp.com/biz/lao-thai-restaurant-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168552028,4.5,4 Gladstone Avenue,43.6426406,-79.4273649
231,Uncle Mikey's,https://www.yelp.com/biz/uncle-mikeys-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165378973,5.0,1597 Dundas Street W,43.64966,-79.43484
232,Gio Rana's Really Really Nice Restaurant,https://www.yelp.com/biz/gio-ranas-really-really-nice-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164695225,4.0,1220 Queen Street E,43.663335336163,-79.3304189287309
233,Mos Mos,https://www.yelp.com/biz/mos-mos-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168699266,4.0,25 King Street W,43.6485666628248,-79.3782193637533
234,The Carbon Bar,https://www.yelp.com/biz/the-carbon-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169477000,4.0,99 Queen Street E,43.6531872633836,-79.3747868765724
235,Balsamico Ristorante,https://www.yelp.com/biz/balsamico-ristorante-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473480337,4.5,2029 Yonge St,43.70154,-79.39697
236,Otto's Berlin Döner,https://www.yelp.com/biz/ottos-berlin-d%C3%B6ner-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473477713,4.0,256 Augusta Avenue,43.6563397,-79.4029066
237,Simit & Chai,https://www.yelp.com/biz/simit-and-chai-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473524161,4.0,787 King Street W,43.6429732,-79.4066583
238,Yummy Yummy Dumplings,https://www.yelp.com/biz/yummy-yummy-dumplings-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16478598998,4.0,79 Huron Street,43.6537999,-79.39598
239,Roti Cuisine of India,https://www.yelp.com/biz/roti-cuisine-of-india-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169689366,4.0,308 Dupont Street,43.67479,-79.40836
240,Cactus Club Cafe,https://www.yelp.com/biz/cactus-club-cafe-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477482025,4.0,77 Adelaide Street W,43.6493899,-79.38214
241,Grazie Ristorante,https://www.yelp.com/biz/grazie-ristorante-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164880822,4.0,2373 Yonge Street,43.70934,-79.39852
242,Jatujak,https://www.yelp.com/biz/jatujak-toronto-4?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473521744,4.0,1744 Victoria Park Avenue,43.7360274,-79.3075152
243,Burrito Boyz,https://www.yelp.com/biz/burrito-boyz-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16474394065,4.0,224 Adelaide Street W,43.648702,-79.388077
244,Restaurant Chantecler,https://www.yelp.com/biz/restaurant-chantecler-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166283586,4.0,1320 Queen Street W,43.64184,-79.43125
245,Vegetarian Haven,https://www.yelp.com/biz/vegetarian-haven-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166213636,4.0,17 Baldwin Street,43.65599,-79.39278
246,Sampaguita Village,https://www.yelp.com/biz/sampaguita-village-north-york?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166302122,4.0,322 Wilson Avenue,43.73723,-79.43654
247,Mangia & Bevi,https://www.yelp.com/biz/mangia-and-bevi-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166131236,4.0,260 King Street E,43.6522238965965,-79.366307258606
248,Crimson Teas,https://www.yelp.com/biz/crimson-teas-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164323139,4.5,415 Spadina Avenue,43.65701,-79.39931
249,Pili Pili,https://www.yelp.com/biz/pili-pili-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477487454,4.5,1960 Lawrence Avenue E,43.7450057,-79.2984151
250,Bitondo's Pizzeria,https://www.yelp.com/biz/bitondos-pizzeria-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165334101,4.0,11 Clinton Street,43.65414,-79.4132
251,Oyster Boy,https://www.yelp.com/biz/oyster-boy-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165343432,4.0,872 Queen Street W,43.6452243474777,-79.4143338791601
252,The Burgernator,https://www.yelp.com/biz/the-burgernator-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477480990,4.0,269 Augusta Avenue,43.6556342,-79.4024449
253,Khmer Thai Restaurant,https://www.yelp.com/biz/khmer-thai-restaurant-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166540609,4.0,1018 St Clair Avenue W,43.67937,-79.43781
254,The Senator,https://www.yelp.com/biz/the-senator-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163647517,4.0,249 Victoria Street,43.65574,-79.37896
255,TrueTrue,https://www.yelp.com/biz/truetrue-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473503228,4.0,169 King Street E,43.6503484,-79.3713047
256,Sidecar,https://www.yelp.com/biz/sidecar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165367000,4.0,577 College Street,43.65519,-79.41304
257,STACK,https://www.yelp.com/biz/stack-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473461416,4.0,3265 Yonge Street,43.72929,-79.4029599
258,Pho Tien Thanh,https://www.yelp.com/biz/pho-tien-thanh-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165886997,4.0,57 Ossington Avenue,43.6455399,-79.41896
259,Lola's Kitchen,https://www.yelp.com/biz/lolas-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169663991,4.0,634 Church Street,43.6697687,-79.382838
260,Campagnolo,https://www.yelp.com/biz/campagnolo-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163644785,4.0,832 Dundas Street W,43.65176,-79.40951
261,Si Lom Thai Bistro,https://www.yelp.com/biz/si-lom-thai-bistro-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165150888,4.0,534 Church Street,43.66503,-79.38082
262,The Emerson,https://www.yelp.com/biz/the-emerson-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165321717,4.0,1279 Bloor Street W,43.6583531,-79.4420032502101
263,Planta,https://www.yelp.com/biz/planta-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473487000,4.0,1221 Bay Street,43.6702150961667,-79.3894335574237
264,Istanbul Cafe & Espresso Bar,https://www.yelp.com/biz/istanbul-cafe-and-espresso-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164800303,4.0,174 Eglinton Avenue E,43.70803,-79.39309
